id,type,date,text
3381,message,2019-03-02T15:19:52,"⭕️ Прямо ; . Національний Корпус нагадує владі про свій обов’язок карати корупціонерів.

;  за грати! 😡

; !

"
3382,message,2019-03-02T15:45:03,🚩 Активісти Національного Корпусу та Нацдружин вивісили на ТЦ «Глобус» в центрі Києва банер «;  за грати». ; 🤔 ; 🇺🇦 ; : Ми не дозволимо зам'яти справу і обов’язково встановимо справедливість! ✊🏻
3383,message,2019-03-02T17:29:33,"⭕️ ; 🔥 Щорічний ;  розпочався!

🇺🇦 ; : Слідкуйте, коментуйте, поширюйте!"
3384,message,2019-03-02T18:09:14,"🔥 ; ▪️На Майдані Незалежності до дружинників звернувся командир організації Ігор Михайленко наголосивши на символічності проведення маршу саме на початку весни, адже ще здавна весна була символом українського героїзму. ; , – зазначив командир НД.

▪️Зараз організовані колони Національних Дружин проходять центральними вулицями столиці — від Майдану Незалежності до Косого Капоніра на вул. Госпітальна, де відбудеться головна містерія заходу.

▶️ Стрім з місця подій: ; 

🇺🇦 "
3385,message,2019-03-02T20:30:25,"🔰;  З нагоди другої річниці створення організації до столиці з’їхались більше 1000 нацдружинників з 20 областей України. Стати свідком Маршу прийшли сотні друзів, прихильників і журналістів.

✊🏻Нацдружинники організованою колоною без гасел пройшли від Майдану Незалежності до Косого Капоніру на Печерську. Саме там відбулось заприсяження Волинського та Івано-Франківського осередків. Також оголосили про створення Східного і Південного Теренів Нацдружин, які покращать роботу організації.

💡В урочистій частині заходу взяли участь лідер Національного Корпусу ; , командир Національних Дружин;  і керівник центрального штабу НК ; , які підсумували зроблене та окреслили плани на майбутнє.

👉🏻 Зокрема Андрій Білецький повідомив, що за такий короткий час Національні Дружини змогли стати прикладом для української молоді. ; , – сказав він.

🇺🇦 "
3386,message,2019-03-03T12:44:28,"⚡️ ; 👊🏻 Ми не залишимо в спокої мародерів, корупціонерів та покидьків, які розкрадають військовий бюджет під час війни! Ми не дамо зам'яти цю тему і добиватимемось виконання наших вимог! 

🔥 ; 

📌 ; , вирушайте власними авто на місце проведення акції у Козині: ; 

🇺🇦 "
3387,message,2019-03-03T13:20:29,"⭕️ ; 🔥 Акція Національного Корпусу та Національних Дружин ; .

🇺🇦 ; :  ;  за ґрати!"
3388,message,2019-03-03T13:25:12,"👮‍♂️ ; 

🚨 ""КУНГи"" й автівки з бійцями Нацгвардії, машини поліції ще з ночі чергують у Козині під Києвом, де розташовані маєтки Свинарчуків-Гладковських!

✊🏻 Нас не залякають владні посіпаки - їдемо до місця призначення і будемо проводити нашу акцію.

🇺🇦 ; : ;  за ґрати!😡"
3389,message,2019-03-03T14:10:02,"🔥; ▪️Більше тисячі представників НК та НД беруть участь в акції біля маєтків Свинарчуків-Гладковських у Козині під Києвом.

▪️Ми залишили листівки та послання з нашими вимогами до влади стосовно мародерів та корупціонерів у сфері оборони країни.

⚠️ ; 1️⃣ Взяти під варту та арештувати рахунки і майно першого заступника секретаря РНБО Олега Гладковського, учасників схеми - Ігоря Гладковського, Віталія Жукова, Андрія Рогозу, керівництва ДК «Укроборонпром», а також директорів усіх державних підприємств, які були учасниками схеми, за вчинені ними злочини (щонайменше, ст. 191, 364, 368, 369, 369-2 КК України);

2️⃣ Призначити усім винним у розкраданні оборонного бюджету максимальні строки позбавлення волі з конфіскацією належного їм майна;

3️⃣ Оприлюднити матеріали всіх кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету, у частині, яка не відноситься до інформації з обмеженим доступом;

4️⃣ Генеральному прокурору щотижня звітувати щодо стану розслідування кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету.

‼️; 🇺🇦 ; : ми не дамо їм спокійно жити, поки вони не почнуть працювати на український народ, а не на власну кишеню! 👊🏻"
3390,message,2019-03-03T16:41:14,"✊🏻 ; ▫️Учора лідер Азовського руху Андрій Білецький привітав Національні Дружини з другою річницею створення. У своїй промові на Косому Капонірі він згадав події дворічної давнини, коли ветерани російсько-української війни тільки виношували ідею створення цієї організації, яка мала стати прикладом для української молоді. І, на думку Білецького, Нацдружини повністю справились із поставленою задачею. 

▫️; , – сказав він. 

▫️Також лідер Азовського Руху додав, що народ вже надзвичайно втомився від хаосу та безладу. За словами Білецького, 2019 – це рік, коли націоналісти повинні перейти в наступ. ; , – впевнений політик. 

▫️Андрій Білецький зауважив, що успішний початок – це тільки півсправи. ; , – підсумував Білецький.

▶️ ; : ; 

🇺🇦 "
3391,message,2019-03-03T18:07:46,"⚠️ ; ! 

🖥 Відео: ; 

Сьогодні ми здійснили другий візит до маєтків Свинарчуків-Гладковських, озвучивши наші вимоги владі:👇

1⃣ Взяти під варту та арештувати рахунки і майно першого заступника секретаря РНБО Олега Гладковського, учасників схеми - Ігоря Гладковського, Віталія Жукова, Андрія Рогозу, керівництва ДК «Укроборонпром», а також директорів усіх державних підприємств, які були учасниками схеми, за вчинені ними злочини (щонайменше, ст. 191, 364, 368, 369, 369-2 КК України);

2⃣ Призначити усім винним у розкраданні оборонного бюджету максимальні строки позбавлення волі з конфіскацією належного їм майна;

3⃣ Оприлюднити матеріали всіх кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету, у частині, яка не відноситься до інформації з обмеженим доступом;

4⃣ Генеральному прокурору щотижня звітувати щодо стану розслідування кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету.

⚠Якщо влада проігнорує наші вимоги - наступну акцію ми проведемо 9 березня на Майдані Незалежності в Києві, і нас буде ще більше, ніж сьогодні!✊

-------------
🇺🇦 - ; : ;  за ґрати!😡"
3392,message,2019-03-03T19:04:13,"💥 Родіон Кудряшов: ; 

▶️ ;  ; 

▫️Керівник центрального штабу Національного Корпусу Родіон Кудряшов привітав представників Національних Дружин з другою річницею створення.

▫️За словами Родіона Кудряшова, кожна з гілок Азовського руху дуже важлива. ; , – сказав він.

🇺🇦 "
3394,message,2019-03-04T11:53:15,"🏆 ;  

🔹2-3 березня у Львові проходив Всеукраїнський рейтинговий Чемпіонат України з джиу-джитсу, в якому взяло участь понад 400 учасників. 🤯

🔹Наші спортсмени зі ;  показали достойний результат - вибороли на змаганнях золото та бронзу.

🔥 ; 

▫️Соловйов Дмитро - I місце🥇( у версії GI);
▫️Рахматулін Андрій - III місце🥉( у версії No GI).


🇺🇦 ; : Вітаємо переможців і бажаємо нових спортивних досягнень! 🎉"
3395,message,2019-03-04T12:31:15,"⚡️; : ; 

▫️В Україні сьогодні екстремальний рівень корупції, тому посилання на західний досвід відсутності кримінальної відповідальності за незаконне збагачення є жалюгідним намаганням нинішньої влади уникнути відповідальності. Про це ;  сказав народний депутат, представник Національного Корпусу Олег Петренко, коментуючи скандальне рішення Конституційного суду.

▶️ ;  ; 

❗️Нагадаємо, 27 лютого Конституційний суд України опублікував текст свого рішення, у якому визнав неконституційною статтю Кримінального кодексу про покарання за незаконне збагачення. Таким чином, вона втрачає чинність з дня ухвалення рішення суду.

🇺🇦 "
3396,message,2019-03-04T14:01:09,"🚨 ; ✊🏻Масштабна кампанія Національного Корпусу та Національних Дружин стосовно фігурантів резонансного розслідування журналістів «Наші Гроші» від ;  Свинарчуків-Гладковських дала перші результати. Сьогодні президент Порошенко підписав указ про звільнення Олега Гладковського з посади першого заступника Секретаря РНБО.

💡; ‼️Але звільнення Гладковського з посади нас не задовольнить – розкрадачі військового бюджету мають понести покарання.

⚠️ ; 1️⃣ Взяти під варту та арештувати рахунки і майно першого заступника секретаря РНБО Олега Гладковського, учасників схеми - Ігоря Гладковського, Віталія Жукова, Андрія Рогозу, керівництва ДК «Укроборонпром», а також директорів усіх державних підприємств, які були учасниками схеми, за вчинені ними злочини (щонайменше, ст. 191, 364, 368, 369, 369-2 КК України);
2️⃣ Призначити усім винним у розкраданні оборонного бюджету максимальні строки позбавлення волі з конфіскацією належного їм майна;
3️⃣ Оприлюднити матеріали всіх кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету, у частині, яка не відноситься до інформації з обмеженим доступом;
4️⃣ Генеральному прокурору щотижня звітувати щодо стану розслідування кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету.

🔥 ; 🇺🇦 ; : ;  за грати!"
3397,message,2019-03-04T14:57:41,"⚠️ ; 

💡;  в січні 2019 року за рішенням ЦВК ГО Національні Дружини отримали право мати офіційних спостерігачів на виборах президента. Відповідно до ст. 69 ч. 6 ЗУ ""Про вибори Президента України"", вони подали документи до ОВК 205 округу Чернігова.

▪️Але ОВК Нацдружинам безпідставно відмовила, посилаючись на ту ж саму статтю.

▪️; 

▪️Передбачаємо, що подібний інцидент не останній. Бути спостерігачами на виборах – законне право Нацдружин, тому, якщо доведеться ще раз його відстоювати, – вони готові.

‼️; 

🇺🇦 "
3398,message,2019-03-04T15:27:55,"🚫 ; 

▪️Корумпована влада Порошенка втратила останні гальма, совість та інстинкт самозбереження. Їм вдалося розпорошити та спустити на гальмах декілька «ліберальних невдоволень» – але хай тепер спробують не зважати на гнів націоналістів та ветеранів!  

▪️Цього разу для «свинарчуків Порошенка» та їхнього шефа все серйозно – до справи взявся Азовський рух, що не знає поразок ні на фронті, ні в політиці, ні в громадському житті. 

▪️Національний Корпус – авангард національної боротьби. Якщо дійсно хочеш, щоб корупціонери-свинарчуки опинилися за гратами – приєднуйся до сили, що змінює країну! 

❗️; 

⚠️ ; 

1. Взяти під варту та арештувати рахунки і майно першого заступника Секретаря РНБО Олега Гладковського, учасників схеми – Ігоря Гладковського, Віталія Жукова, Андрія Рогозу, керівництва ДК «Укроборонпром», а також директорів усіх державних підприємств, які були учасниками схеми, за вчинені ними злочини (щонайменше, ст. 191, 364, 368, 369, 369-2 КК України); 
2. Призначити усім винним у розкраданні оборонного бюджету максимальні строки позбавлення волі з конфіскацією належного їм майна; 
3. Оприлюднити матеріали всіх кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету у частині, яка не стосується інформації з обмеженим доступом; 
4. Генеральному прокурору щотижня звітувати щодо стану розслідування кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету.

✊🏻 ; 

💥 ;  ; 🇺🇦 ; : ;  за ґрати!"
3399,message,2019-03-04T18:39:43,"⚡️; 👇🏻

; 

🇺🇦 "
3400,message,2019-03-05T11:11:12,"❓; 

▪️Розслідування ;  про корупцію в оборонному секторі стало серйозним ударом по передвиборчих позиціях президента Порошенка, оскільки руйнує його патріотичний імідж.

🤔 Це відразу відчули у команді президента. Тому вирішили активізувати свої сили. Про схеми скупку голосів командою БПП вже повідомляли. Мова йшла про те, аби взяти на роботу 6 млн агітаторів та платити їм по тисячі гривень, а вони в свою чергу будуть шукати нових виборців.

▪️Сіткою по скупці завідує член президії Центральної ради партії БПП Сергій Березенко. Журналісти неодноразово звинувачували депутата у підкупі виборців. Березенко випробував технологію на мажоритарних виборах в Чернігові, а освоїв її, працюючи в команді мера Черновецького.

▪️Тепер, після доплат пенсіонерам, Петро Порошенко оголосив про доплати військовим. Вже не ховаючись, за бюджетні гроші він купує голоси на виборах. Нічого нового в цьому немає - доплачувати з бюджету перед виборами практикував ще Лазаренко в 1998 році, а продовжував Янукович в 2004. Проте ні першому, ні другому це не допомогло - обидва погано закінчили.

▪️Також Порошенка консультує один з американських лобістів Адріан Каратницький❗️У своєму фейсбуці він підмітив, що в рейтингах діючого президента не враховані голоси армії – а це 300 тисяч чоловік, що може дати до двох відсотків.

▪️Варто згадати ще одну групу виборців, до якої звертаються політики у випадку нестачі голосів. Мова йде про в’язнів – саме вони забезпечили Порошенку перемогу на його перших виборах – у парламент в 1998 році.


🇺🇦 "
3401,message,2019-03-05T12:40:52,"🔥 ; , - Максим Жорін

Голова об’єднання «Терен Схід» Національного Корпусу ;  ;  – про майбутні президентські та парламентські вибори, участь у них Національного Корпусу та діяльність партії на Сході країни.

▶️ ;  ; 

🇺🇦 "
3402,message,2019-03-05T13:34:23,"🔰; 

🕯5 березня 1950 року героїчно загинув головнокомандувач УПА, Лицар Золотого Хреста бойової заслуги 1-го класу, генерал Роман Шухевич.

▫️Харизматичний і цілеспрямований командир, нескорений і незламний воїн, талановитий політичний діяч і конспіратор – Роман Шухевич жив боротьбою за Україну і віддав за неї життя.

▫️Він кинув виклик ворогу, коли ситуація була безнадійною і йшов до кінця, знаючи, що мети досягти не вдасться, але він дав шанс здобути перемогу своїм нащадкам. 


🇺🇦 ; : Пам’ятаємо! Пишаємося! Боремося за Велику Україну!✊🏻"
3403,message,2019-03-05T14:48:57,"😎 Як треба розмовляти з порохоботами: майстер-клас від Нацкорпусу

💪🏻 Екс-командир розвідроти «Азову», член Національного Корпусу Сергій Коротких ;  детально прокоментував корупційний скандал щодо «свинарчуків Порошенка».

; 📺 Повний запис програми дивіться за посиланням: ; 

--------------
🇺🇦 - "
3404,message,2019-03-05T17:21:02,"!

💡Речник Нацкорпусу Олександр Алфьоров у програмі ""Перші про головне. Коментарі"" на телеканалі ""ZIK"".

▶️ Дивитись тут: ; 

✒️Дивіться й коментуйте!"
3405,message,2019-03-06T10:50:22,"😉 ; ⏳ Ми довго та чемно чекали на виконання наших вимог. Ми попереджали, що на гальмах спустити корупційний скандал не вдасться – не той випадок.

⚡️ ;   ;  😡

✊🏻 Ми будемо приходити ще і ще – кожного разу нас буде все більше. Терпець урвався! Нацкорпус – це сила, що змінює країну! Далі буде.

▶️ А вчора в Дніпрі було красиво – деталі у ; .

🇺🇦 "
3406,message,2019-03-06T12:19:21,"🔥Запрошую до перегляду ефіру за моєї участі.

✅Тема розмови: Як влада збагачується на оборонній сфері. Справа Свинарчуків-Гладковських.🐷

🔄Дивіться, поширюйте, коментуйте.

; 

"
3407,message,2019-03-06T13:03:37,"💥 ;  ; 

💡Наші представники разом з небайдужими сєвєродончанами розпочали соціальний експеримент, в рамках якого поспілкуються з агітаторами та представниками різних політичних партій у Сєвєродонецьку.

☑️ ; 

👉🏻 Як це було - ; .

🇺🇦 "
3408,message,2019-03-06T13:53:59,"⚠️ ;  ; 

👉 Сьогодні, 6 березня, Національний Корпус провів акцію-анонс у центрі Києва. Ми закликали українців, небайдужих до фактів корупції та грабунку військового бюджету, прийти 9 березня о 12:00 на Майдан Незалежності та вимагати від влади дієвих кроків стосовно справи Свинарчуків-Гладковських.

🤬 ; 

✅ ; 

1️⃣ Взяти під варту та арештувати рахунки і майно першого заступника секретаря РНБО Олега Гладковського, учасників схеми - Ігоря Гладковського, Віталія Жукова, Андрія Рогозу, керівництва ДК «Укроборонпром», а також директорів усіх державних підприємств, які були учасниками схеми, за вчинені ними злочини (щонайменше, ст. 191, 364, 368, 369, 369-2 КК України);

2️⃣ Призначити усім винним у розкраданні оборонного бюджету максимальні строки позбавлення волі з конфіскацією належного їм майна;

3️⃣ Оприлюднити матеріали всіх кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету, у частині, яка не відноситься до інформації з обмеженим доступом;

4️⃣ Генеральному прокурору щотижня звітувати щодо стану розслідування кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету.

‼️ Ми не залишимо поза уваги цю справу, поки влада не виконає наші вимоги. Мародери, які грабують оборонку країни мають розуміти, що заробіток на крові наших захисників їм не минеться безслідно! 👊🏻

🔥 ; 🇺🇦 ; : ;  – за ґрати!😡"
3409,message,2019-03-06T17:00:11,"😎 ; ▫️ Про шлях від футбольного ультраса до військового, а згодом керівника штабу Національного Корпусу Родіон Кудряшов розповів у великому інтерв'ю для журналу «TV-Парк».

👉🏻 Онлайн-версію можна прочитати на сайті видання:
; 

🔥 Читайте, коментуйте, поширюйте!"
3410,message,2019-03-06T18:26:45,"❌ ;  ;  ; 

📣 Закликаємо українців прийти 9 березня о 12:00 годині на Майдан Незалежності і вимагати від влади рішучих дій стосовно фігурантів гучного журналістського розслідування в оборонній сфері країни.

▶️;  ; 

🇺🇦 ; : ;  – за ґрати! 😡"
3411,message,2019-03-07T11:56:57,"⁉️ ;  

▪️Генеральний директор «Укроборонпром» Павло Букін після випуску першої частини розслідування;  в інтерв’ю журналістам заявляв, що ані Жуков, ані Гладковський-молодший не мали жодного впливу на організацію будь-яких поставок його концерну. Однак, наступна частина розслідування викрила брехню у словах Букіна. ; 

▪️Так, державний концерн замість 2 300 000 грн початкової вартості, заплатив за військові авіаприлади 14 377 250 грн. ;  🤯

▪️Відкату від схеми Букін отримав 300 000 грн. На тлі загальної цифри – частка жалюгідна. Та вочевидь, це не єдина схема наживи на оборонці. 👇🏻

▪️Шосткинське державне підприємство «Імпульс», що також входить до концерну «Укроборонпром», поставляло капсуль-детонатор та капсуль-підривач до Сербії. З України партія, вартістю 94 000 євро, прямувала до кіпрської фірми-прокладки. Вже звідти капсуль-детонатори та капсуль-підривачі відправляли до Сербії за ціною 683 000 євро. Та сама схема й ті самі 7 разів накрутки вартості. 😡

▪️Очевидно, що такі маніпуляції не можуть проходити непоміченими для голову концерну. Незрозумілим стає лише те, скільки ще Букіну потрібно грошей для щастя. ;  💵

▪️Нещодавно анонімне джерело розповіло журналістам, що Павло Букін для святкування дня народження свого 8-річного сина орендував приміщення в комплексі НСК «Олімпійський». Тільки за оренду заплатили 1,8 мільйона грн. Зрозуміло, що на такі грандіозні свята жодної зарплати не вистачить…


🇺🇦 "
3412,message,2019-03-07T13:43:10,"⚠️ ; ▪️З 2014-го ми розпочали життя в новій реальності. Відтепер ми справді відчули початок доби постпацифізму. Світ вже не буде колишнім. Військові інструменти у міжнаціональному протистоянні будуть застосовуватися на рівні з усіма іншими. І саме гібридна війна (а всі війни сьогодення – гібридні) визначально формуватиме наше майбутнє, попри те, хочемо ми цього чи ні…

▪️У світі постпацифізму країні необхідно не тільки розуміти глобальні тенденції, але й усвідомлювати наслідки різних варіацій власної поведінки. Жити безсистемною ситуативністю (як наша держава протягом останніх майже трьох десятків років) у постпацифічну добу надзвичайно небезпечно. Таку «несвідому» країну новий світ може просто розчавити. Отже, для того, щоб забезпечити саме існування нашої держави і майбутнє українських дітей, нам необхідне стратегічне прогнозування.

▪️Для прогнозування нам потрібно чітко усвідомити, що на цьому етапі ключовий вплив на розвиток подій в Україні мають зовнішні чинники. Саме з цього ми змушені виходити, будуючи ймовірні сценарії.
Вектор зовнішнього впливу визначатиметься передусім потужністю і претензіями наших західних та східних сусідів.

▪️З середини 2000-х «колективний Захід» поступово втрачає позиції на світовій арені. Криза 2008 року серйозно підірвала економічну могутність ЄС. Над самим Євросоюзом нависала загроза якщо не повного розпаду, то принаймні регіоналізації і фрагментації.

▪️Скандинавські країни активно розвивають формат Північної Ради, а в Центрально-Східній Європі (особливо в країнах Вишеград-4) все частіше говорять про Інтермаріум. Брексіт – найяскравіша ілюстрація занепаду ЄС. Ідею «Всеєвропейського Союзу» уже остаточно відкинуто, натомість на порядку денному знов постає концепція санітарного кордону. Східноєвропейський театр геополітики слабко цікавить і США.

▪️Припинило розширення на схід і НАТО. Приєднання Чорногорії у 2017-му – це скоріше інерція. «Арабська весна» і фактичні поразки західних союзників у Лівії та Сирії ілюструють обвал американського впливу у Середземномор’ї та на Близькому Сході. «Колективний Захід» давно вже не є беззаперечним світовим гегемоном.

▪️Одночасно з цим РФ демонструє абсолютно протилежні тенденції. Після Мюнхенської промови Путіна у 2007-му росіяни просто увірвалися у світові процеси. Блискавичною перемогою над грузинами (2008), анексією Криму і окупацією частини Донбасу (2014), а особливо заявою про «перемогу» в Сирії (2018) Російська Федерація фактично оголосила про свої претензії на домінування щонайменше в Західній Євразії.

▪️За умови збереження таких тенденцій (послаблення Заходу і посилення РФ) перед нами не постає жодної позитивної альтернативи. У таких умовах реальними є тільки сценарії, які відрізняються між собою лише ступенем негативу для України:

✔️; Найбільший ступінь негативного впливу. Поглинення України і фактичне (хоча не обов’язково юридичне) приєднання до РФ. Повторення сценарію УРСР у складі СРСР. Єдиним способом боротьби українців в таких умовах буде підпілля й партизанщина. Причому в умовах навіть більш складних, ніж УВО, ОУН чи УПА.

✔️; Середній ступінь негативного впливу. Перетворення України на російського сателіта з формальним збереженням державного суверенітету. Це варіант подібний до сьогоднішнього лукашенківського. І на прикладі білоруського президента ми бачимо, що цей варіант є тільки відтермінуванням попереднього («радянського»).

✔️ ; Найменший ступінь негативного впливу. «Відтинання» територій. Повний розрив зв’язків з анексованими та окупованими територіями. В таких умовах краще визнати їх тимчасово втраченими і блокувати. А всі зусилля спрямовувати на зміцнення територій збережених, де необхідно укріпити суверенітет, зміцнити економіку та готувати військову операцію з визволення Криму й Донбасу. Готувати і чекати незручного для РФ моменту. Приблизно так, як це зробила Хорватія у 1995-му.

✒️ ; , заступник голови Національного Корпусу."
3413,message,2019-03-07T14:49:32,"Подвійна брехня та безкарність: що потрібно знати про методи «свинарчуків Порошенка»
;  ;  про деталі резонансного корупційного скандалу."
3414,message,2019-03-07T19:52:54,"🔥 ; 🤪 Представники БПП звинувачують наших активістів в антиагітації.

▶️ ;  ; 

🇺🇦 "
3415,message,2019-03-07T20:41:17,"⚠️ ; ▫️9 березня о 12:00 на Майдані Незалежності розпочнеться масштабна акція протесту; 

▫️Корумпована влада Порошенка втратила останні гальма, совість та інстинкт самозбереження. ;  😡

▫️Закликаємо всіх небайдужих представників громадськості, рухів, організацій та спілок доєднатися до захисту національних інтересів! Разом ми – авангард національної боротьби! Якщо дійсно хочеш, щоб корупціонери-свинарчуки опинилися за гратами, – приєднуйся до сили, що змінює країну! ✊🏻

📲 ; 💡 ; 1️⃣ Взяти під варту та арештувати рахунки і майно першого заступника Секретаря РНБО Олега Гладковського, учасників схеми – Ігоря Гладковського, Віталія Жукова, Андрія Рогозу, керівництва ДК «Укроборонпром», а також директорів усіх державних підприємств, які були учасниками схеми, за вчинені ними злочини (щонайменше, ст. 191, 364, 368, 369, 369-2 КК України); 
2️⃣ Призначити усім винним у розкраданні оборонного бюджету максимальні строки позбавлення волі з конфіскацією належного їм майна; 
3️⃣ Оприлюднити матеріали всіх кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету у частині, яка не стосується інформації з обмеженим доступом; 
4️⃣ Генеральному прокурору щотижня звітувати щодо стану розслідування кримінальних проваджень, пов’язаних із розкраданням коштів оборонного бюджету.

🔥; 🇺🇦 ; : ;  – за ґрати!"
3416,message,2019-03-08T12:06:28,"🚨; 

▪️Увечері 7 березня львівські ""правоохоронці"" на виклик представників Порошенка виїхали до двох інформаційних наметів Національного корпусу. Без будь-яких правових підстав вони звинуватили актив нашого руху в поширенні ""антиагітації"" проти нинішнього президента. Причиною стала інформативна листівка, де були викладені факти журналістського розслідування ;  про масштабні розкрадання в оборонній сфері друзями Порошенка.

▪️Попри те, що Національний Корпус не є учасником президентської кампанії, представники МВС посилалися на нормативні акти щодо виборчої агітації. Таким чином, вони намагались довести, що розповсюдження правди про корупційні оборудки Свинарчуків – це злочин. 🚫

▪️Біля інформаційних наметів Національного Корпусу так звані ""правоохоронці"" оголосили про початок слідчих дій, вимагаючи всупереч законодавству персональних даних активістів. На місце прибули також озброєні автоматами (!) поліцейські.

‼️; 

▪️Врешті, слідчо-оперативна група вилучила інформативні листівки про розкрадання друзями Порошенка української армії, а також спробувала забрати намет Національного Корпусу.

▶️ ; 

✔️ ; ;
✔️ ; .


🇺🇦 "
3417,message,2019-03-08T13:49:44,"📣 ; 🔸;  ; 🔸Посіпаки корупційних мародерів намагатимуться створити ілюзію неконтрольованого безладу та зробити в інформаційному просторі з націоналістів хуліганів та «агентів Кремля!». Але це лише їхні мрії та «передсмертна агонія».

🔸; 🔸Пам’ятайте - в нас достатньо ресурсу та потенціалу, щоб діяти на цю владу законною силою! На акції заборонена холодна та інша зброя, петарди, палиці, балаклави та будь-які додаткові «підсилювачі прямої дії»!

🔸Пересуватися центром міста потрібно виключно за вказаними організаторами локаціями проведення акції! Виявляти та знешкоджувати провокаторів потрібно тільки мирним способом! Не допускайте пошкодження об’єктів навколо проведення акції! Уважно слухайте спікерів, які виступатимуть на акції!


🇺🇦 ; : Ми сила, що змінює країну! За нами правда та інтереси української Нації! Разом переможемо!"
